"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
31,"Yes","Travel_Rarely",1365,"Sales",13,4,"Medical",650,2,"Male",46,3,2,"Sales Executive",1,"Divorced",4233,11512,2,"No",17,3,3,0,9,2,1,3,1,1,2
29,"Yes","Travel_Frequently",115,"Sales",13,3,"Technical Degree",1487,1,"Female",51,3,2,"Sales Executive",2,"Single",5765,17485,5,"No",11,3,1,0,7,4,1,5,3,0,0
36,"Yes","Travel_Rarely",1456,"Sales",13,5,"Marketing",1733,2,"Male",96,2,2,"Sales Executive",1,"Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2
27,"Yes","Travel_Rarely",135,"Research & Development",17,4,"Life Sciences",1405,4,"Female",51,3,1,"Research Scientist",3,"Single",2394,25681,1,"Yes",13,3,4,0,8,2,3,8,2,7,7
28,"Yes","Travel_Frequently",289,"Research & Development",2,2,"Medical",1504,3,"Male",38,2,1,"Laboratory Technician",1,"Single",2561,5355,7,"No",11,3,3,0,8,2,2,0,0,0,0
34,"Yes","Non-Travel",967,"Research & Development",16,4,"Technical Degree",1905,4,"Male",85,1,1,"Research Scientist",1,"Married",2307,14460,1,"Yes",23,4,2,1,5,2,3,5,2,3,0
28,"Yes","Travel_Rarely",1404,"Research & Development",17,3,"Technical Degree",1960,3,"Male",32,2,1,"Laboratory Technician",4,"Divorced",2367,18779,5,"No",12,3,1,1,6,2,2,4,1,0,3
28,"Yes","Travel_Rarely",103,"Research & Development",24,3,"Life Sciences",19,3,"Male",50,2,1,"Laboratory Technician",3,"Single",2028,12947,5,"Yes",14,3,2,0,6,4,3,4,2,0,3
29,"Yes","Travel_Rarely",428,"Sales",9,3,"Marketing",1752,2,"Female",52,1,1,"Sales Representative",2,"Single",2760,14630,1,"No",13,3,3,0,2,3,3,2,2,2,2
53,"Yes","Travel_Rarely",607,"Research & Development",2,5,"Technical Degree",1572,3,"Female",78,2,3,"Manufacturing Director",4,"Married",10169,14618,0,"No",16,3,2,1,34,4,3,33,7,1,9
24,"Yes","Travel_Frequently",1287,"Research & Development",7,3,"Life Sciences",647,1,"Female",55,3,1,"Laboratory Technician",3,"Married",2886,14168,1,"Yes",16,3,4,1,6,4,3,6,3,1,2
35,"Yes","Travel_Rarely",104,"Research & Development",2,3,"Life Sciences",1569,1,"Female",69,3,1,"Laboratory Technician",1,"Divorced",2074,26619,1,"Yes",12,3,4,1,1,2,3,1,0,0,0
36,"Yes","Travel_Rarely",318,"Research & Development",9,3,"Medical",90,4,"Male",79,2,1,"Research Scientist",3,"Married",3388,21777,0,"Yes",17,3,1,1,2,0,2,1,0,0,0
56,"Yes","Travel_Rarely",441,"Research & Development",14,4,"Life Sciences",161,2,"Female",72,3,1,"Research Scientist",2,"Married",4963,4510,9,"Yes",18,3,1,3,7,2,3,5,4,4,3
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",118,3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
56,"Yes","Travel_Rarely",441,"Research & Development",14,4,"Life Sciences",161,2,"Female",72,3,1,"Research Scientist",2,"Married",4963,4510,9,"Yes",18,3,1,3,7,2,3,5,4,4,3
39,"Yes","Travel_Rarely",360,"Research & Development",23,3,"Medical",1310,3,"Male",93,3,1,"Research Scientist",1,"Single",3904,22154,0,"No",13,3,1,0,6,2,3,5,2,0,3
24,"Yes","Travel_Rarely",813,"Research & Development",1,3,"Medical",45,2,"Male",61,3,1,"Research Scientist",4,"Married",2293,3020,2,"Yes",16,3,1,1,6,2,2,2,0,2,0
31,"Yes","Travel_Rarely",202,"Research & Development",8,3,"Life Sciences",1433,1,"Female",34,2,1,"Research Scientist",2,"Single",1261,22262,1,"No",12,3,3,0,1,3,4,1,0,0,0
30,"Yes","Travel_Rarely",740,"Sales",1,3,"Life Sciences",1562,2,"Male",64,2,2,"Sales Executive",1,"Married",9714,5323,1,"No",11,3,4,1,10,4,3,10,8,6,7
38,"Yes","Travel_Rarely",1180,"Research & Development",29,1,"Medical",282,2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0
21,"Yes","Travel_Rarely",156,"Sales",12,3,"Life Sciences",494,3,"Female",90,4,1,"Sales Representative",2,"Single",2716,25422,1,"No",15,3,4,0,1,0,3,1,0,0,0
45,"Yes","Travel_Rarely",1449,"Sales",2,3,"Marketing",1277,1,"Female",94,1,5,"Manager",2,"Single",18824,2493,2,"Yes",16,3,1,0,26,2,3,24,10,1,11
32,"Yes","Travel_Rarely",414,"Sales",2,4,"Marketing",1862,3,"Male",82,2,2,"Sales Executive",2,"Single",9907,26186,7,"Yes",12,3,3,0,7,3,2,2,2,2,2
34,"Yes","Travel_Rarely",699,"Research & Development",6,1,"Medical",31,2,"Male",83,3,1,"Research Scientist",1,"Single",2960,17102,2,"No",11,3,3,0,8,2,3,4,2,1,3
18,"Yes","Non-Travel",247,"Research & Development",8,1,"Medical",1156,3,"Male",80,3,1,"Laboratory Technician",3,"Single",1904,13556,1,"No",12,3,4,0,0,0,3,0,0,0,0
44,"Yes","Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",2362,14669,4,"No",12,3,3,0,10,4,4,3,2,1,2
22,"Yes","Travel_Rarely",391,"Research & Development",7,1,"Life Sciences",1878,4,"Male",75,3,1,"Research Scientist",2,"Single",2472,26092,1,"Yes",23,4,1,0,1,2,3,1,0,0,0
51,"Yes","Travel_Frequently",1150,"Research & Development",8,4,"Life Sciences",179,1,"Male",53,1,3,"Manufacturing Director",4,"Single",10650,25150,2,"No",15,3,4,0,18,2,3,4,2,0,3
19,"Yes","Non-Travel",504,"Research & Development",10,3,"Medical",1248,1,"Female",96,2,1,"Research Scientist",2,"Single",1859,6148,1,"Yes",25,4,2,0,1,2,4,1,1,0,0
19,"Yes","Non-Travel",504,"Research & Development",10,3,"Medical",1248,1,"Female",96,2,1,"Research Scientist",2,"Single",1859,6148,1,"Yes",25,4,2,0,1,2,4,1,1,0,0
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",118,3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
31,"Yes","Travel_Rarely",202,"Research & Development",8,3,"Life Sciences",1433,1,"Female",34,2,1,"Research Scientist",2,"Single",1261,22262,1,"No",12,3,3,0,1,3,4,1,0,0,0
30,"Yes","Travel_Rarely",945,"Sales",9,3,"Medical",1876,2,"Male",89,3,1,"Sales Representative",4,"Single",1081,16019,1,"No",13,3,3,0,1,3,2,1,0,0,0
29,"Yes","Travel_Rarely",805,"Research & Development",1,2,"Life Sciences",816,2,"Female",36,2,1,"Laboratory Technician",1,"Married",2319,6689,1,"Yes",11,3,4,1,1,1,3,1,0,0,0
23,"Yes","Travel_Rarely",427,"Sales",7,3,"Life Sciences",1702,3,"Male",99,3,1,"Sales Representative",4,"Divorced",2275,25103,1,"Yes",21,4,2,1,3,2,3,3,2,0,2
29,"Yes","Travel_Rarely",121,"Sales",27,3,"Marketing",283,2,"Female",35,3,3,"Sales Executive",4,"Married",7639,24525,1,"No",22,4,4,3,10,3,2,10,4,1,9
20,"Yes","Travel_Rarely",500,"Sales",2,3,"Medical",922,3,"Female",49,2,1,"Sales Representative",3,"Single",2044,22052,1,"No",13,3,4,0,2,3,2,2,2,0,2
35,"Yes","Travel_Rarely",556,"Research & Development",23,2,"Life Sciences",261,2,"Male",50,2,2,"Manufacturing Director",3,"Married",5916,15497,3,"Yes",13,3,1,0,8,1,3,1,0,0,1
26,"Yes","Travel_Rarely",920,"Human Resources",20,2,"Medical",1818,4,"Female",69,3,1,"Human Resources",2,"Married",2148,6889,0,"Yes",11,3,3,0,6,3,3,5,1,1,4
31,"Yes","Travel_Frequently",307,"Research & Development",29,2,"Medical",355,3,"Male",71,2,1,"Laboratory Technician",2,"Single",3479,11652,0,"No",11,3,2,0,6,2,4,5,4,1,4
33,"Yes","Travel_Rarely",118,"Sales",16,3,"Marketing",819,1,"Female",69,3,2,"Sales Executive",1,"Single",5324,26507,5,"No",15,3,3,0,6,3,3,3,2,0,2
28,"Yes","Travel_Frequently",289,"Research & Development",2,2,"Medical",1504,3,"Male",38,2,1,"Laboratory Technician",1,"Single",2561,5355,7,"No",11,3,3,0,8,2,2,0,0,0,0
42,"Yes","Travel_Frequently",481,"Sales",12,3,"Life Sciences",1167,3,"Male",44,3,4,"Sales Executive",1,"Single",13758,2447,0,"Yes",12,3,2,0,22,2,2,21,9,13,14
30,"Yes","Travel_Rarely",740,"Sales",1,3,"Life Sciences",1562,2,"Male",64,2,2,"Sales Executive",1,"Married",9714,5323,1,"No",11,3,4,1,10,4,3,10,8,6,7
41,"Yes","Travel_Frequently",143,"Sales",4,3,"Marketing",488,1,"Male",56,3,2,"Sales Executive",2,"Single",9355,9558,1,"No",18,3,3,0,8,5,3,8,7,7,7
26,"Yes","Travel_Frequently",342,"Research & Development",2,3,"Life Sciences",1053,1,"Male",57,3,1,"Research Scientist",1,"Married",2042,15346,6,"Yes",14,3,2,1,6,2,3,3,2,1,2
33,"Yes","Travel_Rarely",465,"Research & Development",2,2,"Life Sciences",328,1,"Female",39,3,1,"Laboratory Technician",1,"Married",2707,21509,7,"No",20,4,1,0,13,3,4,9,7,1,7
28,"Yes","Travel_Rarely",329,"Research & Development",24,3,"Medical",1604,3,"Male",51,3,1,"Laboratory Technician",2,"Married",2408,7324,1,"Yes",17,3,3,3,1,3,3,1,1,0,0
37,"Yes","Travel_Rarely",370,"Research & Development",10,4,"Medical",1809,4,"Male",58,3,2,"Manufacturing Director",1,"Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8
32,"Yes","Travel_Rarely",1033,"Research & Development",9,3,"Medical",190,1,"Female",41,3,1,"Laboratory Technician",1,"Single",4200,10224,7,"No",22,4,1,0,10,2,4,5,4,0,4
26,"Yes","Travel_Frequently",887,"Research & Development",5,2,"Medical",848,3,"Female",88,2,1,"Research Scientist",3,"Married",2366,20898,1,"Yes",14,3,1,1,8,2,3,8,7,1,7
28,"Yes","Travel_Rarely",890,"Research & Development",2,4,"Medical",828,3,"Male",46,3,1,"Research Scientist",3,"Single",4382,16374,6,"No",17,3,4,0,5,3,2,2,2,2,1
18,"Yes","Non-Travel",247,"Research & Development",8,1,"Medical",1156,3,"Male",80,3,1,"Laboratory Technician",3,"Single",1904,13556,1,"No",12,3,4,0,0,0,3,0,0,0,0
40,"Yes","Travel_Rarely",575,"Sales",22,2,"Marketing",492,3,"Male",68,2,2,"Sales Executive",3,"Married",6380,6110,2,"Yes",12,3,1,2,8,6,3,6,4,1,0
36,"Yes","Travel_Rarely",1456,"Sales",13,5,"Marketing",1733,2,"Male",96,2,2,"Sales Executive",1,"Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2
39,"Yes","Travel_Rarely",895,"Sales",5,3,"Technical Degree",42,4,"Male",56,3,2,"Sales Representative",4,"Married",2086,3335,3,"No",14,3,3,1,19,6,4,1,0,0,0
28,"Yes","Travel_Rarely",1485,"Research & Development",12,1,"Life Sciences",1175,3,"Female",79,3,1,"Laboratory Technician",4,"Married",2515,22955,1,"Yes",11,3,4,0,1,4,2,1,1,0,0
33,"Yes","Travel_Rarely",527,"Research & Development",1,4,"Other",780,4,"Male",63,3,1,"Research Scientist",4,"Single",2686,5207,1,"Yes",13,3,3,0,10,2,2,10,9,7,8
27,"Yes","Travel_Rarely",1420,"Sales",2,1,"Marketing",667,3,"Male",85,3,1,"Sales Representative",1,"Divorced",3041,16346,0,"No",11,3,2,1,5,3,3,4,3,0,2
30,"Yes","Travel_Frequently",334,"Sales",26,4,"Marketing",299,3,"Female",52,2,2,"Sales Executive",1,"Single",6696,22967,5,"No",15,3,3,0,9,5,2,6,3,0,1
25,"Yes","Travel_Rarely",688,"Research & Development",3,3,"Medical",538,1,"Male",91,3,1,"Laboratory Technician",1,"Married",4031,9396,5,"No",13,3,3,1,6,5,3,2,2,0,2
32,"Yes","Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0
26,"Yes","Travel_Frequently",887,"Research & Development",5,2,"Medical",848,3,"Female",88,2,1,"Research Scientist",3,"Married",2366,20898,1,"Yes",14,3,1,1,8,2,3,8,7,1,7
32,"Yes","Travel_Frequently",1125,"Research & Development",16,1,"Life Sciences",33,2,"Female",72,1,1,"Research Scientist",1,"Single",3919,4681,1,"Yes",22,4,2,0,10,5,3,10,2,6,7
36,"Yes","Travel_Rarely",1218,"Sales",9,4,"Life Sciences",27,3,"Male",82,2,1,"Sales Representative",1,"Single",3407,6986,7,"No",23,4,2,0,10,4,3,5,3,0,3
37,"Yes","Travel_Frequently",504,"Research & Development",10,3,"Medical",342,1,"Male",61,3,3,"Manufacturing Director",3,"Divorced",10048,22573,6,"No",11,3,2,2,17,5,3,1,0,0,0
28,"Yes","Travel_Rarely",103,"Research & Development",24,3,"Life Sciences",19,3,"Male",50,2,1,"Laboratory Technician",3,"Single",2028,12947,5,"Yes",14,3,2,0,6,4,3,4,2,0,3
36,"Yes","Travel_Rarely",1456,"Sales",13,5,"Marketing",1733,2,"Male",96,2,2,"Sales Executive",1,"Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2
21,"Yes","Travel_Frequently",756,"Sales",1,1,"Technical Degree",478,1,"Female",99,2,1,"Sales Representative",2,"Single",2174,9150,1,"Yes",11,3,3,0,3,3,3,3,2,1,2
37,"Yes","Travel_Rarely",370,"Research & Development",10,4,"Medical",1809,4,"Male",58,3,2,"Manufacturing Director",1,"Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8
50,"Yes","Travel_Rarely",410,"Sales",28,3,"Marketing",2055,4,"Male",39,2,3,"Sales Executive",1,"Divorced",10854,16586,4,"Yes",13,3,2,1,20,3,3,3,2,2,0
32,"Yes","Travel_Rarely",1259,"Research & Development",2,4,"Life Sciences",1692,4,"Male",95,3,1,"Laboratory Technician",2,"Single",1393,24852,1,"No",12,3,1,0,1,2,3,1,0,0,0
26,"Yes","Travel_Rarely",1146,"Sales",8,3,"Technical Degree",796,4,"Male",38,2,2,"Sales Executive",1,"Single",5326,3064,6,"No",17,3,3,0,6,2,2,4,3,1,2
30,"Yes","Travel_Frequently",448,"Sales",12,4,"Life Sciences",648,2,"Male",74,2,1,"Sales Representative",1,"Married",2033,14470,1,"No",18,3,3,1,1,2,4,1,0,0,0
44,"Yes","Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",2362,14669,4,"No",12,3,3,0,10,4,4,3,2,1,2
55,"Yes","Travel_Rarely",436,"Sales",2,1,"Medical",842,3,"Male",37,3,2,"Sales Executive",4,"Single",5160,21519,4,"No",16,3,3,0,12,3,2,9,7,7,3
21,"Yes","Travel_Frequently",251,"Research & Development",10,2,"Life Sciences",1279,1,"Female",45,2,1,"Laboratory Technician",3,"Single",2625,25308,1,"No",20,4,3,0,2,2,1,2,2,2,2
41,"Yes","Travel_Rarely",1360,"Research & Development",12,3,"Technical Degree",58,2,"Female",49,3,5,"Research Director",3,"Married",19545,16280,1,"No",12,3,4,0,23,0,3,22,15,15,8
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",118,3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
36,"Yes","Travel_Rarely",1456,"Sales",13,5,"Marketing",1733,2,"Male",96,2,2,"Sales Executive",1,"Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2
29,"Yes","Travel_Rarely",806,"Research & Development",7,3,"Technical Degree",1299,2,"Female",39,3,1,"Laboratory Technician",3,"Divorced",3339,17285,3,"Yes",13,3,1,2,10,2,3,7,7,7,7
53,"Yes","Travel_Rarely",1168,"Sales",24,4,"Life Sciences",1968,1,"Male",66,3,3,"Sales Executive",1,"Single",10448,5843,6,"Yes",13,3,2,0,15,2,2,2,2,2,2
41,"Yes","Travel_Rarely",1356,"Sales",20,2,"Marketing",248,2,"Female",70,3,1,"Sales Representative",2,"Single",3140,21728,1,"Yes",22,4,4,0,4,5,2,4,3,0,2
37,"Yes","Travel_Rarely",625,"Sales",1,4,"Life Sciences",970,1,"Male",46,2,3,"Sales Executive",3,"Married",10609,14922,5,"No",11,3,3,0,17,2,1,14,1,11,7
37,"Yes","Travel_Rarely",1141,"Research & Development",11,2,"Medical",1033,1,"Female",61,1,2,"Healthcare Representative",2,"Married",4777,14382,5,"No",15,3,1,0,15,2,1,1,0,0,0
22,"Yes","Travel_Frequently",1368,"Research & Development",4,1,"Technical Degree",593,3,"Male",99,2,1,"Laboratory Technician",3,"Single",3894,9129,5,"No",16,3,3,0,4,3,3,2,2,1,2
19,"Yes","Travel_Rarely",528,"Sales",22,1,"Marketing",167,4,"Male",50,3,1,"Sales Representative",3,"Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0
26,"Yes","Travel_Frequently",426,"Human Resources",17,4,"Life Sciences",608,2,"Female",58,3,1,"Human Resources",3,"Divorced",2741,22808,0,"Yes",11,3,2,1,8,2,2,7,7,1,0
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",315,3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
22,"Yes","Travel_Rarely",391,"Research & Development",7,1,"Life Sciences",1878,4,"Male",75,3,1,"Research Scientist",2,"Single",2472,26092,1,"Yes",23,4,1,0,1,2,3,1,0,0,0
19,"Yes","Travel_Rarely",419,"Sales",21,3,"Other",959,4,"Male",37,2,1,"Sales Representative",2,"Single",2121,9947,1,"Yes",13,3,2,0,1,3,4,1,0,0,0
36,"Yes","Travel_Rarely",885,"Research & Development",16,4,"Life Sciences",1042,3,"Female",43,4,1,"Laboratory Technician",1,"Single",2743,8269,1,"No",16,3,3,0,18,1,3,17,13,15,14
26,"Yes","Travel_Frequently",575,"Research & Development",3,1,"Technical Degree",510,3,"Male",73,3,1,"Research Scientist",1,"Single",3102,6582,0,"No",22,4,3,0,7,2,3,6,4,0,4
18,"Yes","Non-Travel",247,"Research & Development",8,1,"Medical",1156,3,"Male",80,3,1,"Laboratory Technician",3,"Single",1904,13556,1,"No",12,3,4,0,0,0,3,0,0,0,0
33,"Yes","Travel_Rarely",1017,"Research & Development",25,3,"Medical",1108,1,"Male",55,2,1,"Research Scientist",2,"Single",2313,2993,4,"Yes",20,4,2,0,5,0,3,2,2,2,2
47,"Yes","Travel_Frequently",719,"Sales",27,2,"Life Sciences",785,2,"Female",77,4,2,"Sales Executive",3,"Single",6397,10339,4,"Yes",12,3,4,0,8,2,3,5,4,1,3
33,"Yes","Travel_Rarely",118,"Sales",16,3,"Marketing",819,1,"Female",69,3,2,"Sales Executive",1,"Single",5324,26507,5,"No",15,3,3,0,6,3,3,3,2,0,2
37,"Yes","Travel_Rarely",1141,"Research & Development",11,2,"Medical",1033,1,"Female",61,1,2,"Healthcare Representative",2,"Married",4777,14382,5,"No",15,3,1,0,15,2,1,1,0,0,0
32,"Yes","Travel_Frequently",238,"Research & Development",5,2,"Life Sciences",1939,1,"Female",47,4,1,"Research Scientist",3,"Single",2432,15318,3,"Yes",14,3,1,0,8,2,3,4,1,0,3
52,"Yes","Travel_Rarely",723,"Research & Development",8,4,"Medical",433,3,"Male",85,2,2,"Research Scientist",2,"Married",4941,17747,2,"No",15,3,1,0,11,3,2,8,2,7,7
46,"Yes","Travel_Rarely",377,"Sales",9,3,"Marketing",1457,1,"Male",52,3,3,"Sales Executive",4,"Divorced",10096,15986,4,"No",11,3,1,1,28,1,4,7,7,4,3
23,"Yes","Travel_Rarely",1320,"Research & Development",8,1,"Medical",1684,4,"Male",93,2,1,"Laboratory Technician",3,"Single",3989,20586,1,"Yes",11,3,1,0,5,2,3,5,4,1,2
33,"Yes","Travel_Rarely",211,"Sales",16,3,"Life Sciences",1758,1,"Female",74,3,3,"Sales Executive",1,"Single",8564,10092,2,"Yes",20,4,3,0,11,2,2,0,0,0,0
41,"Yes","Travel_Rarely",1360,"Research & Development",12,3,"Technical Degree",58,2,"Female",49,3,5,"Research Director",3,"Married",19545,16280,1,"No",12,3,4,0,23,0,3,22,15,15,8
29,"Yes","Travel_Rarely",896,"Research & Development",18,1,"Medical",315,3,"Male",86,2,1,"Research Scientist",4,"Single",2389,14961,1,"Yes",13,3,3,0,4,3,2,4,3,0,1
25,"Yes","Travel_Rarely",1219,"Research & Development",4,1,"Technical Degree",1106,4,"Male",32,3,1,"Laboratory Technician",4,"Married",3691,4605,1,"Yes",15,3,2,1,7,3,4,7,7,5,6
58,"Yes","Travel_Rarely",286,"Research & Development",2,4,"Life Sciences",825,4,"Male",31,3,5,"Research Director",2,"Single",19246,25761,7,"Yes",12,3,4,0,40,2,3,31,15,13,8
24,"Yes","Travel_Rarely",984,"Research & Development",17,2,"Life Sciences",1219,4,"Female",97,3,1,"Laboratory Technician",2,"Married",2210,3372,1,"No",13,3,1,1,1,3,1,1,0,0,0
18,"Yes","Non-Travel",247,"Research & Development",8,1,"Medical",1156,3,"Male",80,3,1,"Laboratory Technician",3,"Single",1904,13556,1,"No",12,3,4,0,0,0,3,0,0,0,0
21,"Yes","Travel_Rarely",156,"Sales",12,3,"Life Sciences",494,3,"Female",90,4,1,"Sales Representative",2,"Single",2716,25422,1,"No",15,3,4,0,1,0,3,1,0,0,0
53,"Yes","Travel_Rarely",607,"Research & Development",2,5,"Technical Degree",1572,3,"Female",78,2,3,"Manufacturing Director",4,"Married",10169,14618,0,"No",16,3,2,1,34,4,3,33,7,1,9
42,"Yes","Travel_Frequently",933,"Research & Development",19,3,"Medical",752,3,"Male",57,4,1,"Research Scientist",3,"Divorced",2759,20366,6,"Yes",12,3,4,0,7,2,3,2,2,2,2
27,"Yes","Travel_Rarely",1420,"Sales",2,1,"Marketing",667,3,"Male",85,3,1,"Sales Representative",1,"Divorced",3041,16346,0,"No",11,3,2,1,5,3,3,4,3,0,2
21,"Yes","Travel_Frequently",251,"Research & Development",10,2,"Life Sciences",1279,1,"Female",45,2,1,"Laboratory Technician",3,"Single",2625,25308,1,"No",20,4,3,0,2,2,1,2,2,2,2
46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",118,3,"Male",64,2,3,"Sales Executive",4,"Single",9619,13596,1,"No",16,3,4,0,9,3,3,9,8,4,7
44,"Yes","Travel_Rarely",1376,"Human Resources",1,2,"Medical",1098,2,"Male",91,2,3,"Human Resources",1,"Married",10482,2326,9,"No",14,3,4,1,24,1,3,20,6,3,6
31,"Yes","Travel_Frequently",523,"Research & Development",2,3,"Life Sciences",1464,2,"Male",94,3,1,"Laboratory Technician",4,"Married",3722,21081,6,"Yes",13,3,3,1,7,2,1,2,2,2,2
32,"Yes","Travel_Frequently",238,"Research & Development",5,2,"Life Sciences",1939,1,"Female",47,4,1,"Research Scientist",3,"Single",2432,15318,3,"Yes",14,3,1,0,8,2,3,4,1,0,3
32,"Yes","Travel_Rarely",515,"Research & Development",1,3,"Life Sciences",331,4,"Male",62,2,1,"Laboratory Technician",3,"Single",3730,9571,0,"Yes",14,3,4,0,4,2,1,3,2,1,2
33,"Yes","Travel_Rarely",1277,"Research & Development",15,1,"Medical",582,2,"Male",56,3,3,"Manager",3,"Married",13610,24619,7,"Yes",12,3,4,0,15,2,4,7,6,7,7
23,"Yes","Travel_Frequently",638,"Sales",9,3,"Marketing",2023,4,"Male",33,3,1,"Sales Representative",1,"Married",1790,26956,1,"No",19,3,1,1,1,3,2,1,0,1,0
44,"Yes","Travel_Rarely",935,"Research & Development",3,3,"Life Sciences",1333,1,"Male",89,3,1,"Laboratory Technician",1,"Married",2362,14669,4,"No",12,3,3,0,10,4,4,3,2,1,2
28,"Yes","Travel_Rarely",890,"Research & Development",2,4,"Medical",828,3,"Male",46,3,1,"Research Scientist",3,"Single",4382,16374,6,"No",17,3,4,0,5,3,2,2,2,2,1
25,"Yes","Travel_Rarely",688,"Research & Development",3,3,"Medical",538,1,"Male",91,3,1,"Laboratory Technician",1,"Married",4031,9396,5,"No",13,3,3,1,6,5,3,2,2,0,2
34,"Yes","Travel_Frequently",296,"Sales",6,2,"Marketing",555,4,"Female",33,1,1,"Sales Representative",3,"Divorced",2351,12253,0,"No",16,3,4,1,3,3,2,2,2,1,0
24,"Yes","Travel_Frequently",381,"Research & Development",9,3,"Medical",1494,2,"Male",89,3,1,"Laboratory Technician",1,"Single",3172,16998,2,"Yes",11,3,3,0,4,2,2,0,0,0,0
41,"Yes","Travel_Rarely",1085,"Research & Development",2,4,"Life Sciences",927,2,"Female",57,1,1,"Laboratory Technician",4,"Divorced",2778,17725,4,"Yes",13,3,3,1,10,1,2,7,7,1,0
30,"Yes","Travel_Frequently",464,"Research & Development",4,3,"Technical Degree",514,3,"Male",40,3,1,"Research Scientist",4,"Single",2285,3427,9,"Yes",23,4,3,0,3,4,3,1,0,0,0
58,"Yes","Travel_Rarely",601,"Research & Development",7,4,"Medical",1360,3,"Female",53,2,3,"Manufacturing Director",1,"Married",10008,12023,7,"Yes",14,3,4,0,31,0,2,10,9,5,9
34,"Yes","Non-Travel",967,"Research & Development",16,4,"Technical Degree",1905,4,"Male",85,1,1,"Research Scientist",1,"Married",2307,14460,1,"Yes",23,4,2,1,5,2,3,5,2,3,0
19,"Yes","Travel_Rarely",303,"Research & Development",2,3,"Life Sciences",243,2,"Male",47,2,1,"Laboratory Technician",4,"Single",1102,9241,1,"No",22,4,3,0,1,3,2,1,0,1,0
20,"Yes","Travel_Frequently",769,"Sales",9,3,"Marketing",1077,4,"Female",54,3,1,"Sales Representative",4,"Single",2323,17205,1,"Yes",14,3,2,0,2,3,3,2,2,0,2
52,"Yes","Travel_Rarely",266,"Sales",2,1,"Marketing",1038,1,"Female",57,1,5,"Manager",4,"Married",19845,25846,1,"No",15,3,4,1,33,3,3,32,14,6,9
38,"Yes","Travel_Rarely",1180,"Research & Development",29,1,"Medical",282,2,"Male",70,3,2,"Healthcare Representative",1,"Married",6673,11354,7,"Yes",19,3,2,0,17,2,3,1,0,0,0
34,"Yes","Travel_Rarely",699,"Research & Development",6,1,"Medical",31,2,"Male",83,3,1,"Research Scientist",1,"Single",2960,17102,2,"No",11,3,3,0,8,2,3,4,2,1,3
28,"Yes","Non-Travel",1366,"Research & Development",24,2,"Technical Degree",1082,2,"Male",72,2,3,"Healthcare Representative",1,"Single",8722,12355,1,"No",12,3,1,0,10,2,2,10,7,1,9
58,"Yes","Travel_Frequently",781,"Research & Development",2,1,"Life Sciences",918,4,"Male",57,2,1,"Laboratory Technician",4,"Divorced",2380,13384,9,"Yes",14,3,4,1,3,3,2,1,0,0,0
26,"Yes","Travel_Rarely",1146,"Sales",8,3,"Technical Degree",796,4,"Male",38,2,2,"Sales Executive",1,"Single",5326,3064,6,"No",17,3,3,0,6,2,2,4,3,1,2
